日付,商品カテゴリ名,総売上個数,総売上金額,単価平均
2018-07-13,ゲーム - ゲーム機B,74,161150,2220.0
2018-07-13,ギフト - 小型ゲーム,60,30120,509.7959183673469
2018-07-13,ギフト - カード、パズル等,30,38000,1275.1724137931035
2018-07-13,ギフト - フィギュア,18,41950,2330.5555555555557
2018-07-13,PCソフト - PCソフト,29,66460,2446.086956521739
2018-07-13,映画 - ブルーレイ3D,33,38410,1163.939393939394
2018-07-13,ギフト - ぬいぐるみ,77,30850,510.70175438596493
2018-07-13,ゲーム - ゲーム機A,55,61170,1106.3461538461538
2018-07-13,映画 - セット商品,25,46150,1846.0
2018-07-13,ギフト - ボードゲーム,34,69230,2036.1764705882354
2018-07-13,音楽 - CD,37,17490,472.7027027027027
2018-07-13,ギフト - ガジェット類,25,63200,2612.0833333333335
2018-07-13,本 - オーディオブック_タイプA,33,15970,483.93939393939394
2018-07-13,ギフト - 記念品_タイプA,25,24550,1063.8095238095239
2018-07-13,ギフト - 記念品_タイプB,10,6500,650.0
2018-07-13,本 - 教育用,18,13440,746.6666666666666
2018-07-13,ゲーム - 付属品(購入特典),21,23610,1124.2857142857142
2018-07-13,ゲーム周辺機器 - ゲーム機B,17,46810,2753.529411764706
2018-07-13,音楽 - レコード,4,8320,2080.0
2018-07-13,ゲーム周辺機器 - ゲーム機A,13,28480,2190.769230769231
2018-07-13,本 - オーディオブック_タイプB,4,1770,442.5
2018-07-14,映画 - DVD,619,268010,416.0892857142857
2018-07-14,PCゲーム - 通常版,346,267050,754.6283783783783
2018-07-14,音楽 - その他,324,147580,453.86581469648564
2018-07-14,ゲーム - ゲーム機C,221,593020,2468.031914893617
2018-07-14,映画 - ブルーレイ,206,125440,603.1862745098039
2018-07-14,ゲーム - ゲーム機B,94,206890,2206.0
2018-07-14,ギフト - 小型ゲーム,28,12960,467.3076923076923
2018-07-14,ギフト - カード、パズル等,26,22580,891.25
2018-07-14,ギフト - フィギュア,14,31980,2256.153846153846
2018-07-14,PCソフト - PCソフト,33,111770,3439.6875
2018-07-14,映画 - ブルーレイ3D,40,45260,1134.3589743589744
2018-07-14,ギフト - ぬいぐるみ,39,18680,473.6111111111111
2018-07-14,ゲーム - ゲーム機A,44,47060,1070.6976744186047
2018-07-14,映画 - セット商品,20,32250,1576.1904761904761
2018-07-14,ギフト - ボードゲーム,22,43330,1969.5454545454545
2018-07-14,音楽 - CD,43,20510,476.1904761904762
2018-07-14,ギフト - ガジェット類,25,54690,2212.608695652174
2018-07-14,本 - オーディオブック_タイプA,19,10310,542.6315789473684
2018-07-14,ギフト - 記念品_タイプA,12,8160,710.9090909090909
2018-07-14,ギフト - 記念品_タイプB,21,10560,530.625
2018-07-14,本 - 教育用,4,2550,637.5
2018-07-14,ゲーム - 付属品(購入特典),21,27440,1274.5
2018-07-14,ゲーム周辺機器 - ゲーム機B,14,34280,2448.5714285714284
2018-07-14,音楽 - レコード,9,19270,2141.1111111111113
2018-07-14,ゲーム周辺機器 - ゲーム機A,4,7380,1845.0
2018-07-14,本 - オーディオブック_タイプB,8,3630,453.75
2018-07-15,映画 - DVD,385,148920,382.8918918918919
2018-07-15,PCゲーム - 通常版,297,216590,720.4615384615385
2018-07-15,音楽 - その他,231,102600,444.8898678414097
2018-07-15,ゲーム - ゲーム機C,146,371730,2424.961832061069
2018-07-15,映画 - ブルーレイ,122,85410,696.7460317460317
2018-07-15,ゲーム - ゲーム機B,63,132750,2064.754098360656
2018-07-15,ギフト - 小型ゲーム,77,33460,497.17391304347825
2018-07-15,ギフト - カード、パズル等,25,20450,845.0
2018-07-15,ギフト - フィギュア,4,8090,2073.75
2018-07-15,PCソフト - PCソフト,13,43170,3320.769230769231
2018-07-15,映画 - ブルーレイ3D,18,21480,1121.6666666666667
2018-07-15,ギフト - ぬいぐるみ,26,13690,547.6
2018-07-15,ゲーム - ゲーム機A,31,33580,1083.225806451613
2018-07-15,映画 - セット商品,22,38220,1737.2727272727273
2018-07-15,ギフト - ボードゲーム,23,40790,1773.4782608695652
2018-07-15,音楽 - CD,23,10250,445.6521739130435
2018-07-15,ギフト - ガジェット類,16,18070,1092.6666666666667
2018-07-15,本 - オーディオブック_タイプA,28,14810,528.9285714285714
2018-07-15,ギフト - 記念品_タイプA,12,13890,1157.5
2018-07-15,ギフト - 記念品_タイプB,12,5870,562.2222222222222
2018-07-15,本 - 教育用,12,13830,1152.5
2018-07-15,ゲーム - 付属品(購入特典),18,18780,1043.3333333333333
2018-07-15,ゲーム周辺機器 - ゲーム機B,13,34630,2821.0
2018-07-15,音楽 - レコード,7,20480,2925.714285714286
2018-07-15,ゲーム周辺機器 - ゲーム機A,2,5580,2790.0
2018-07-15,本 - オーディオブック_タイプB,4,1600,400.0
2018-07-16,映画 - DVD,461,181100,385.4524886877828
2018-07-16,PCゲーム - 通常版,282,195960,678.0876494023904
2018-07-16,音楽 - その他,279,128250,460.3623188405797
2018-07-16,ゲーム - ゲーム機C,155,425810,2561.860465116279
2018-07-16,映画 - ブルーレイ,147,98660,668.6896551724138
2018-07-16,ゲーム - ゲーム機B,56,120610,2183.1481481481483
2018-07-16,ギフト - 小型ゲーム,45,20280,487.14285714285717
2018-07-16,ギフト - カード、パズル等,10,13540,1391.111111111111
2018-07-16,ギフト - フィギュア,16,35160,2197.5
2018-07-16,PCソフト - PCソフト,28,95710,3438.695652173913
2018-07-16,映画 - ブルーレイ3D,35,38760,1179.375
2018-07-16,ギフト - ぬいぐるみ,42,20590,502.1951219512195
2018-07-16,ゲーム - ゲーム機A,32,32700,1021.7647058823529
2018-07-16,映画 - セット商品,15,31080,1734.2857142857142
2018-07-16,ギフト - ボードゲーム,24,40670,1694.5833333333333
2018-07-16,音楽 - CD,27,12390,454.2857142857143
2018-07-16,ギフト - ガジェット類,24,38310,1621.8181818181818
2018-07-16,本 - オーディオブック_タイプA,41,23330,569.0243902439024
2018-07-16,ギフト - 記念品_タイプA,13,14190,1083.3333333333333
2018-07-16,ギフト - 記念品_タイプB,8,5840,805.0
2018-07-16,本 - 教育用,19,20010,1152.6666666666667
2018-07-16,ゲーム - 付属品(購入特典),7,11610,1658.5714285714287
2018-07-16,ゲーム周辺機器 - ゲーム機B,16,43900,2815.0
2018-07-16,音楽 - レコード,12,29730,2477.5
2018-07-16,ゲーム周辺機器 - ゲーム機A,6,19450,3241.6666666666665
2018-07-16,本 - オーディオブック_タイプB,6,2880,480.0
2018-07-17,映画 - DVD,470,194130,404.97747747747746
2018-07-17,PCゲーム - 通常版,276,204550,727.0472440944882
2018-07-17,音楽 - その他,282,130330,459.0647482014389
2018-07-17,ゲーム - ゲーム機C,158,432160,2608.507462686567
2018-07-17,映画 - ブルーレイ,172,99150,574.2441860465116
2018-07-17,ゲーム - ゲーム機B,66,145100,2195.2380952380954
2018-07-17,ギフト - 小型ゲーム,43,18060,425.3125
2018-07-17,ギフト - カード、パズル等,31,30970,975.7142857142857
2018-07-17,ギフト - フィギュア,13,25770,1982.3076923076924
2018-07-17,PCソフト - PCソフト,21,90060,4082.608695652174
2018-07-17,映画 - ブルーレイ3D,45,55060,1223.5555555555557
2018-07-17,ギフト - ぬいぐるみ,42,12290,327.56756756756755
2018-07-17,ゲーム - ゲーム機A,35,40290,1144.054054054054
2018-07-17,映画 - セット商品,19,35880,1888.421052631579
2018-07-17,ギフト - ボードゲーム,32,49110,1548.0645161290322
2018-07-17,音楽 - CD,26,12600,483.6
2018-07-17,ギフト - ガジェット類,27,82430,3233.3333333333335
2018-07-17,本 - オーディオブック_タイプA,27,12750,472.22222222222223
2018-07-17,ギフト - 記念品_タイプA,6,5440,906.6666666666666
2018-07-17,ギフト - 記念品_タイプB,9,5660,628.8888888888889
2018-07-17,本 - 教育用,11,6390,580.9090909090909
2018-07-17,ゲーム - 付属品(購入特典),5,6690,1338.0
2018-07-17,ゲーム周辺機器 - ゲーム機B,14,32970,2431.5384615384614
2018-07-17,音楽 - レコード,10,24610,2461.0
2018-07-17,ゲーム周辺機器 - ゲーム機A,10,11580,1158.0
2018-07-17,本 - オーディオブック_タイプB,13,5320,409.2307692307692
2018-07-18,映画 - DVD,408,166740,403.85604113110537
2018-07-18,PCゲーム - 通常版,265,190610,703.8912133891214
2018-07-18,音楽 - その他,292,137400,470.446735395189
2018-07-18,ゲーム - ゲーム機C,159,444690,2587.5714285714284
2018-07-18,映画 - ブルーレイ,124,67030,542.9268292682926
2018-07-18,ゲーム - ゲーム機B,59,141480,2397.9661016949153
2018-07-18,ギフト - 小型ゲーム,25,10350,469.44444444444446
2018-07-18,ギフト - カード、パズル等,24,20150,839.5833333333334
2018-07-18,ギフト - フィギュア,6,12900,2150.0
2018-07-18,PCソフト - PCソフト,22,82620,4147.368421052632
2018-07-18,映画 - ブルーレイ3D,33,41190,1248.1818181818182
2018-07-18,ギフト - ぬいぐるみ,38,21530,615.1428571428571
2018-07-18,ゲーム - ゲーム機A,27,28740,1064.4444444444443
2018-07-18,映画 - セット商品,25,37460,1525.2173913043478
2018-07-18,ギフト - ボードゲーム,19,55110,2741.764705882353
2018-07-18,音楽 - CD,38,17480,460.0
2018-07-18,ギフト - ガジェット類,21,33370,1590.0
2018-07-18,本 - オーディオブック_タイプA,26,12090,465.0
2018-07-18,ギフト - 記念品_タイプA,8,6290,786.25
2018-07-18,ギフト - 記念品_タイプB,10,6570,700.0
2018-07-18,本 - 教育用,16,12940,808.75
2018-07-18,ゲーム - 付属品(購入特典),7,9570,1367.142857142857
2018-07-18,ゲーム周辺機器 - ゲーム機B,15,36840,2437.5
2018-07-18,音楽 - レコード,4,9680,2420.0
2018-07-18,ゲーム周辺機器 - ゲーム機A,3,2270,756.6666666666666
2018-07-19,映画 - DVD,459,189020,407.9043280182232
2018-07-19,PCゲーム - 通常版,291,212780,703.688524590164
2018-07-19,音楽 - その他,280,126340,452.3272727272727
2018-07-19,ゲーム - ゲーム機C,174,468790,2507.0394736842104
2018-07-19,映画 - ブルーレイ,218,131980,610.5238095238095
2018-07-19,ゲーム - ゲーム機B,74,151630,2086.0
2018-07-19,ギフト - 小型ゲーム,62,27750,473.5416666666667
2018-07-19,ギフト - カード、パズル等,39,24370,621.8918918918919
2018-07-19,ギフト - フィギュア,9,17660,1962.2222222222222
2018-07-19,PCソフト - PCソフト,26,75100,3040.8333333333335
2018-07-19,映画 - ブルーレイ3D,25,24100,1068.888888888889
2018-07-19,ギフト - ぬいぐるみ,32,14430,481.0
2018-07-19,ゲーム - ゲーム機A,45,50550,1123.3333333333333
2018-07-19,映画 - セット商品,26,56940,2190.0
2018-07-19,ギフト - ボードゲーム,27,53110,1967.037037037037
2018-07-19,音楽 - CD,34,15370,452.05882352941177
2018-07-19,ギフト - ガジェット類,15,44260,2950.6666666666665
2018-07-19,本 - オーディオブック_タイプA,15,7580,505.3333333333333
2018-07-19,ギフト - 記念品_タイプA,8,7990,998.75
2018-07-19,ギフト - 記念品_タイプB,11,6850,622.7272727272727
2018-07-19,本 - 教育用,22,13550,594.4444444444445
2018-07-19,ゲーム - 付属品(購入特典),15,18550,1236.6666666666667
2018-07-19,ゲーム周辺機器 - ゲーム機B,20,50020,2431.6666666666665
2018-07-19,音楽 - レコード,6,14090,2348.3333333333335
2018-07-19,ゲーム周辺機器 - ゲーム機A,8,10840,1355.0
2018-07-19,本 - オーディオブック_タイプB,2,660,330.0
2018-07-20,映画 - DVD,722,298750,401.0725075528701
2018-07-20,PCゲーム - 通常版,386,274160,687.7370030581039
2018-07-20,音楽 - その他,387,185720,479.54545454545456
2018-07-20,ゲーム - ゲーム機C,226,589270,2434.0101522842638
2018-07-20,映画 - ブルーレイ,293,168800,572.8472222222222
2018-07-20,ゲーム - ゲーム機B,95,202410,2248.1927710843374
2018-07-20,ギフト - 小型ゲーム,74,38730,543.1578947368421
2018-07-20,ギフト - カード、パズル等,30,29100,970.0
2018-07-20,ギフト - フィギュア,5,13480,2696.0
2018-07-20,PCソフト - PCソフト,26,65410,2638.5714285714284
2018-07-20,映画 - ブルーレイ3D,39,44440,1106.842105263158
2018-07-20,ギフト - ぬいぐるみ,41,14630,443.5483870967742
2018-07-20,ゲーム - ゲーム機A,44,46870,1065.2272727272727
2018-07-20,映画 - セット商品,35,56700,1620.0
2018-07-20,ギフト - ボードゲーム,38,73310,1928.3783783783783
2018-07-20,音楽 - CD,43,20700,481.3953488372093
2018-07-20,ギフト - ガジェット類,35,47120,1402.258064516129
2018-07-20,本 - オーディオブック_タイプA,31,14770,476.4516129032258
2018-07-20,ギフト - 記念品_タイプA,20,17930,958.3333333333334
2018-07-20,ギフト - 記念品_タイプB,6,2410,401.6666666666667
2018-07-20,本 - 教育用,14,14690,1049.2857142857142
2018-07-20,ゲーム - 付属品(購入特典),17,21930,1290.0
2018-07-20,ゲーム周辺機器 - ゲーム機B,20,57290,2882.1052631578946
2018-07-20,音楽 - レコード,6,12740,2123.3333333333335
2018-07-20,ゲーム周辺機器 - ゲーム機A,14,28620,2044.2857142857142
2018-07-20,本 - オーディオブック_タイプB,4,1950,487.5
2018-07-21,映画 - DVD,722,317710,420.6307692307692
2018-07-21,PCゲーム - 通常版,370,270740,720.7621951219512
2018-07-21,音楽 - その他,315,145360,461.73202614379085
2018-07-21,ゲーム - ゲーム機C,179,495130,2555.3333333333335
2018-07-21,映画 - ブルーレイ,242,158600,652.1794871794872
2018-07-21,ゲーム - ゲーム機B,71,171210,2427.794117647059
2018-07-21,ギフト - 小型ゲーム,56,27390,515.7894736842105
2018-07-21,ギフト - カード、パズル等,47,46440,1000.4347826086956
2018-07-21,ギフト - フィギュア,12,28370,2364.1666666666665
2018-07-21,PCソフト - PCソフト,26,63510,2504.5833333333335
2018-07-21,映画 - ブルーレイ3D,34,50200,1469.6969696969697
2018-07-21,ギフト - ぬいぐるみ,45,20330,486.0
2018-07-21,ゲーム - ゲーム機A,59,63600,1080.0
2018-07-21,映画 - セット商品,13,26270,2020.7692307692307
2018-07-21,ギフト - ボードゲーム,20,35400,1823.157894736842
2018-07-21,音楽 - CD,34,15790,464.4117647058824
2018-07-21,ギフト - ガジェット類,20,27700,1385.0
2018-07-21,本 - オーディオブック_タイプA,38,17770,467.63157894736844
2018-07-21,ギフト - 記念品_タイプA,19,17380,982.3529411764706
2018-07-21,ギフト - 記念品_タイプB,10,5450,567.7777777777778
2018-07-21,本 - 教育用,8,4730,591.25
2018-07-21,ゲーム - 付属品(購入特典),22,31680,1440.0
2018-07-21,ゲーム周辺機器 - ゲーム機B,12,28210,2350.8333333333335
2018-07-21,音楽 - レコード,8,18950,2368.75
2018-07-21,ゲーム周辺機器 - ゲーム機A,3,6610,2203.3333333333335
2018-07-21,本 - オーディオブック_タイプB,12,5130,427.5
2018-07-22,映画 - DVD,383,156050,400.95367847411444
2018-07-22,PCゲーム - 通常版,326,231800,707.8388278388278
2018-07-22,音楽 - その他,257,115480,448.3070866141732
2018-07-22,ゲーム - ゲーム機C,159,424140,2561.655172413793
2018-07-22,映画 - ブルーレイ,160,93120,564.0645161290323
2018-07-22,ゲーム - ゲーム機B,69,148620,2159.8507462686566
2018-07-22,ギフト - 小型ゲーム,38,19290,541.7857142857143
2018-07-22,ギフト - カード、パズル等,40,27290,780.3125
2018-07-22,ギフト - フィギュア,7,16060,2426.6666666666665
2018-07-22,PCソフト - PCソフト,27,69900,2617.3076923076924
2018-07-22,映画 - ブルーレイ3D,39,56410,1430.7894736842106
2018-07-22,ギフト - ぬいぐるみ,23,18780,853.6363636363636
2018-07-22,ゲーム - ゲーム機A,40,44510,1112.75
2018-07-22,映画 - セット商品,16,22510,1401.6666666666667
2018-07-22,ギフト - ボードゲーム,17,31330,1842.9411764705883
2018-07-22,音楽 - CD,19,9880,520.0
2018-07-22,ギフト - ガジェット類,19,68520,3606.315789473684
2018-07-22,本 - オーディオブック_タイプA,21,10310,490.95238095238096
2018-07-22,ギフト - 記念品_タイプA,7,6970,995.7142857142857
2018-07-22,ギフト - 記念品_タイプB,19,8190,525.0
2018-07-22,本 - 教育用,40,34170,867.4285714285714
2018-07-22,ゲーム - 付属品(購入特典),12,14220,1185.0
2018-07-22,ゲーム周辺機器 - ゲーム機B,18,40990,2245.625
2018-07-22,音楽 - レコード,9,19710,2190.0
2018-07-22,ゲーム周辺機器 - ゲーム機A,3,10650,3550.0
2018-07-22,本 - オーディオブック_タイプB,5,2190,438.0
2018-07-23,映画 - DVD,381,146820,381.4754098360656
2018-07-23,PCゲーム - 通常版,275,201790,700.210970464135
2018-07-23,音楽 - その他,252,115230,457.13709677419354
2018-07-23,ゲーム - ゲーム機C,175,460620,2449.025974025974
2018-07-23,映画 - ブルーレイ,194,107460,550.531914893617
2018-07-23,ゲーム - ゲーム機B,80,162770,2052.2368421052633
2018-07-23,ギフト - 小型ゲーム,51,24530,517.7777777777778
2018-07-23,ギフト - カード、パズル等,27,30300,1122.2222222222222
2018-07-23,ギフト - フィギュア,7,17850,2550.0
2018-07-23,PCソフト - PCソフト,25,75950,2797.0833333333335
2018-07-23,映画 - ブルーレイ3D,32,38370,1178.5294117647059
2018-07-23,ギフト - ぬいぐるみ,24,18420,767.5
2018-07-23,ゲーム - ゲーム機A,35,35840,1024.0
2018-07-23,映画 - セット商品,16,24160,1510.0
2018-07-23,ギフト - ボードゲーム,29,59510,2052.0689655172414
2018-07-23,音楽 - CD,51,21430,420.19607843137254
2018-07-23,ギフト - ガジェット類,17,41100,2468.125
2018-07-23,本 - オーディオブック_タイプA,21,10720,510.4761904761905
2018-07-23,ギフト - 記念品_タイプA,14,10540,821.6666666666666
2018-07-23,ギフト - 記念品_タイプB,11,5620,511.1111111111111
2018-07-23,本 - 教育用,17,15590,1000.7692307692307
2018-07-23,ゲーム - 付属品(購入特典),13,16170,1243.8461538461538
2018-07-23,ゲーム周辺機器 - ゲーム機B,15,35120,2441.5384615384614
2018-07-23,音楽 - レコード,1,2630,2630.0
2018-07-23,ゲーム周辺機器 - ゲーム機A,4,5670,1417.5
2018-07-23,本 - オーディオブック_タイプB,8,3280,410.0
2018-07-24,映画 - DVD,415,164480,388.0200501253133
2018-07-24,PCゲーム - 通常版,257,187000,720.5627705627705
2018-07-24,音楽 - その他,282,132640,472.56317689530687
2018-07-24,ゲーム - ゲーム機C,143,381510,2539.076923076923
2018-07-24,映画 - ブルーレイ,238,124620,522.2522522522522
2018-07-24,ゲーム - ゲーム機B,79,164310,2106.8
2018-07-24,ギフト - 小型ゲーム,31,15950,552.6923076923077
2018-07-24,ギフト - カード、パズル等,25,21540,861.6
2018-07-24,ギフト - フィギュア,11,21330,1939.090909090909
2018-07-24,PCソフト - PCソフト,24,49070,2135.2631578947367
2018-07-24,映画 - ブルーレイ3D,29,28470,981.7241379310345
2018-07-24,ギフト - ぬいぐるみ,42,18060,505.42857142857144
2018-07-24,ゲーム - ゲーム機A,39,40380,1036.2162162162163
2018-07-24,映画 - セット商品,24,43150,1835.6521739130435
2018-07-24,ギフト - ボードゲーム,11,20440,1823.0
2018-07-24,音楽 - CD,49,21580,443.9583333333333
2018-07-24,ギフト - ガジェット類,29,39670,1307.5
2018-07-24,本 - オーディオブック_タイプA,26,11500,442.3076923076923
2018-07-24,ギフト - 記念品_タイプA,8,6220,777.5
2018-07-24,ギフト - 記念品_タイプB,8,6400,875.7142857142857
2018-07-24,本 - 教育用,18,17390,1060.0
2018-07-24,ゲーム - 付属品(購入特典),8,11520,1440.0
2018-07-24,ゲーム周辺機器 - ゲーム機B,12,24190,2015.8333333333333
2018-07-24,音楽 - レコード,5,11550,2310.0
2018-07-24,ゲーム周辺機器 - ゲーム機A,6,8440,1406.6666666666667
2018-07-24,本 - オーディオブック_タイプB,8,3540,442.5
2018-07-25,映画 - DVD,425,164640,380.95823095823096
2018-07-25,PCゲーム - 通常版,242,167390,691.0502283105022
2018-07-25,音楽 - その他,240,110140,458.771186440678
2018-07-25,ゲーム - ゲーム機C,117,344050,2787.0754716981132
2018-07-25,映画 - ブルーレイ,199,116440,569.3684210526316
2018-07-25,ゲーム - ゲーム機B,70,134270,1926.231884057971
2018-07-25,ギフト - 小型ゲーム,47,24220,513.3333333333334
2018-07-25,ギフト - カード、パズル等,25,23660,978.75
2018-07-25,ギフト - フィギュア,8,18150,2268.75
2018-07-25,PCソフト - PCソフト,35,94860,2627.0967741935483
2018-07-25,映画 - ブルーレイ3D,36,42740,1175.6756756756756
2018-07-25,ギフト - ぬいぐるみ,58,33770,625.3703703703703
2018-07-25,ゲーム - ゲーム機A,27,31670,1172.962962962963
2018-07-25,映画 - セット商品,23,31170,1266.8
2018-07-25,ギフト - ボードゲーム,27,45770,1695.1851851851852
2018-07-25,音楽 - CD,29,14440,497.037037037037
2018-07-25,ギフト - ガジェット類,24,31520,1300.4347826086957
2018-07-25,本 - オーディオブック_タイプA,38,17770,467.63157894736844
2018-07-25,ギフト - 記念品_タイプA,10,8920,892.0
2018-07-25,ギフト - 記念品_タイプB,12,6470,563.6363636363636
2018-07-25,本 - 教育用,19,23550,1277.2222222222222
2018-07-25,ゲーム - 付属品(購入特典),14,19140,1367.142857142857
2018-07-25,ゲーム周辺機器 - ゲーム機B,18,51210,2845.0
2018-07-25,音楽 - レコード,6,13580,2263.3333333333335
2018-07-25,ゲーム周辺機器 - ゲーム機A,5,6570,1314.0
2018-07-25,本 - オーディオブック_タイプB,4,1600,400.0
2018-07-26,映画 - DVD,537,218590,396.25250501002006
2018-07-26,PCゲーム - 通常版,240,171710,703.0088495575221
2018-07-26,音楽 - その他,322,145600,451.44654088050316
2018-07-26,ゲーム - ゲーム機C,154,431880,2636.865671641791
2018-07-26,映画 - ブルーレイ,174,137260,771.5384615384615
2018-07-26,ゲーム - ゲーム機B,70,131330,1921.875
2018-07-26,ギフト - 小型ゲーム,40,19440,489.6875
2018-07-26,ギフト - カード、パズル等,38,28390,747.1052631578947
2018-07-26,ギフト - フィギュア,11,27790,2526.3636363636365
2018-07-26,PCソフト - PCソフト,28,67590,2388.4
2018-07-26,映画 - ブルーレイ3D,39,44750,1093.658536585366
2018-07-26,ギフト - ぬいぐるみ,35,14060,434.6666666666667
2018-07-26,ゲーム - ゲーム機A,40,41000,1025.0
2018-07-26,映画 - セット商品,25,50070,2002.8
2018-07-26,ギフト - ボードゲーム,24,47230,1967.9166666666667
2018-07-26,音楽 - CD,29,14770,509.3103448275862
2018-07-26,ギフト - ガジェット類,38,63240,1727.037037037037
2018-07-26,本 - オーディオブック_タイプA,29,15200,524.1379310344828
2018-07-26,ギフト - 記念品_タイプA,18,18180,999.4117647058823
2018-07-26,ギフト - 記念品_タイプB,18,9910,630.7142857142857
2018-07-26,本 - 教育用,25,24670,986.8
2018-07-26,ゲーム - 付属品(購入特典),10,14400,1440.0
2018-07-26,ゲーム周辺機器 - ゲーム機B,5,13860,2772.0
2018-07-26,音楽 - レコード,7,14870,2124.285714285714
2018-07-26,ゲーム周辺機器 - ゲーム機A,6,11610,1935.0
2018-07-26,本 - オーディオブック_タイプB,2,850,425.0
2018-07-27,映画 - DVD,718,303190,406.74107142857144
2018-07-27,PCゲーム - 通常版,428,300420,688.9544235924933
2018-07-27,音楽 - その他,435,193000,443.1468531468532
2018-07-27,ゲーム - ゲーム機C,198,513070,2387.8285714285716
2018-07-27,映画 - ブルーレイ,255,161180,635.2868852459017
2018-07-27,ゲーム - ゲーム機B,113,241400,2173.3333333333335
2018-07-27,ギフト - 小型ゲーム,58,32570,608.780487804878
2018-07-27,ギフト - カード、パズル等,29,25140,861.4285714285714
2018-07-27,ギフト - フィギュア,10,22030,2203.0
2018-07-27,PCソフト - PCソフト,32,90760,2914.1935483870966
2018-07-27,映画 - ブルーレイ3D,76,100570,1295.6521739130435
2018-07-27,ギフト - ぬいぐるみ,42,24220,579.2307692307693
2018-07-27,ゲーム - ゲーム機A,51,54060,1062.5
2018-07-27,映画 - セット商品,23,49200,2139.1304347826085
2018-07-27,ギフト - ボードゲーム,35,71010,2055.5882352941176
2018-07-27,音楽 - CD,47,23410,497.55555555555554
2018-07-27,ギフト - ガジェット類,49,88170,1913.1818181818182
2018-07-27,本 - オーディオブック_タイプA,37,17110,462.43243243243245
2018-07-27,ギフト - 記念品_タイプA,27,25300,925.2173913043479
2018-07-27,ギフト - 記念品_タイプB,30,19760,687.2
2018-07-27,本 - 教育用,13,8410,630.0
2018-07-27,ゲーム - 付属品(購入特典),23,26490,1151.7391304347825
2018-07-27,ゲーム周辺機器 - ゲーム機B,14,35800,2568.0
2018-07-27,音楽 - レコード,16,38630,2414.375
2018-07-27,ゲーム周辺機器 - ゲーム機A,13,22280,1871.8181818181818
2018-07-27,本 - オーディオブック_タイプB,3,1440,480.0
2018-07-28,映画 - DVD,537,223260,407.3412698412698
2018-07-28,PCゲーム - 通常版,311,227850,719.1512915129151
2018-07-28,音楽 - その他,325,146080,449.7819314641745
2018-07-28,ゲーム - ゲーム機C,179,477870,2542.948717948718
2018-07-28,映画 - ブルーレイ,251,164050,642.3983739837398
2018-07-28,ゲーム - ゲーム機B,92,195850,2106.6304347826085
2018-07-28,ギフト - 小型ゲーム,49,28230,554.4444444444445
2018-07-28,ギフト - カード、パズル等,29,27300,947.8571428571429
2018-07-28,ギフト - フィギュア,10,25940,2594.0
2018-07-28,PCソフト - PCソフト,28,93530,3317.0833333333335
2018-07-28,映画 - ブルーレイ3D,67,89870,1297.704918032787
2018-07-28,ギフト - ぬいぐるみ,43,18050,440.2439024390244
2018-07-28,ゲーム - ゲーム機A,58,62390,1077.6785714285713
2018-07-28,映画 - セット商品,27,53540,1958.0
2018-07-28,ギフト - ボードゲーム,29,55830,1925.1724137931035
2018-07-28,音楽 - CD,29,14860,512.4137931034483
2018-07-28,ギフト - ガジェット類,24,78470,3341.7391304347825
2018-07-28,本 - オーディオブック_タイプA,31,12660,408.38709677419354
2018-07-28,ギフト - 記念品_タイプA,8,8160,1020.0
2018-07-28,ギフト - 記念品_タイプB,19,10760,601.1764705882352
2018-07-28,本 - 教育用,12,8630,763.0
2018-07-28,ゲーム - 付属品(購入特典),21,26150,1245.2380952380952
2018-07-28,ゲーム周辺機器 - ゲーム機B,12,30760,2570.0
2018-07-28,音楽 - レコード,8,16640,2080.0
2018-07-28,ゲーム周辺機器 - ゲーム機A,4,10160,2540.0
2018-07-28,本 - オーディオブック_タイプB,10,3660,366.0
2018-07-29,映画 - DVD,382,154390,395.858310626703
2018-07-29,PCゲーム - 通常版,308,198350,651.4453125
2018-07-29,音楽 - その他,246,113400,462.4691358024691
2018-07-29,ゲーム - ゲーム機C,189,434610,2307.1511627906975
2018-07-29,映画 - ブルーレイ,141,89850,637.5539568345324
2018-07-29,ゲーム - ゲーム機B,74,162790,2238.1428571428573
2018-07-29,ギフト - 小型ゲーム,58,30990,532.2448979591836
2018-07-29,ギフト - カード、パズル等,21,18190,866.1904761904761
2018-07-29,ギフト - フィギュア,9,20330,2258.8888888888887
2018-07-29,PCソフト - PCソフト,26,70810,2856.9565217391305
2018-07-29,映画 - ブルーレイ3D,34,46290,1351.2121212121212
2018-07-29,ギフト - ぬいぐるみ,26,14550,546.8
2018-07-29,ゲーム - ゲーム機A,36,35310,987.1428571428571
2018-07-29,映画 - セット商品,18,31690,1760.5555555555557
2018-07-29,ギフト - ボードゲーム,19,37430,1970.0
2018-07-29,音楽 - CD,21,10070,541.304347826087
2018-07-29,ギフト - ガジェット類,17,25810,1518.235294117647
2018-07-29,本 - オーディオブック_タイプA,23,11810,513.4782608695652
2018-07-29,ギフト - 記念品_タイプA,9,8010,890.0
2018-07-29,ギフト - 記念品_タイプB,10,4730,495.55555555555554
2018-07-29,本 - 教育用,21,12930,616.5
2018-07-29,ゲーム - 付属品(購入特典),10,12360,1236.0
2018-07-29,ゲーム周辺機器 - ゲーム機B,4,12480,2534.0
